data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4991887,566,NIG962,962,23 November 2002,2002,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383001,high,Human Rights Watch,Other,"Armed Muslim mob attacked and killed an unidentified number of Christians and burned down and looted their homes, businesses and churches in Kaduna. The violence follows the burning of a media office by Muslim rioters over a published article perceived as blasphemous by some Muslims. Retaliatory attacks by Chritians targeting Muslim civilians and their properties followed on 22 November. Security forces also reportedly killed scores of people before they quelled the violence. Human Rights Watch estimates put the death toll between 21 and 23 November at 250.",83,1552577653,NGA,Violence against civilians,Attack
4991886,566,NIG961,961,23 November 2002,2002,exact date,Battles,Armed clash,Yoruba Ethnic Militia (Nigeria),,identity militias,Hausa Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Kwara,Asa,,Idi Araba,8.5166998,4.3832998,high,All Africa,Regional,One is dead following another clash between Yoruba and Hausa militants,1,1552577653,NGA,Battles,Armed clash
4991899,566,NIG960,960,22 November 2002,2002,exact date,Violence against civilians,Attack,Christian Militia (Nigeria),,identity militias,Civilians (Nigeria),Muslim Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383001,high,Human Rights Watch,Other,"Armed Muslim mob attacked and killed an unidentified number of Christians and burned down and looted their homes, businesses and churches in Kaduna. The violence follows the burning of a media office by Muslim rioters over a published article perceived as blasphemous by some Muslims. Retaliatory attacks by Chritians targeting Muslim civilians and their properties followed on 22 November. Security forces also reportedly killed scores of people before they quelled the violence. Human Rights Watch estimates put the death toll between 21 and 23 November at 250.",83,1552577653,NGA,Violence against civilians,Attack
4991913,566,NIG959,959,21 November 2002,2002,exact date,Violence against civilians,Attack,Muslim Militia (Nigeria),,identity militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383001,high,Human Rights Watch,Other,"Armed Muslim mob attacked and killed an unidentified number of Christians and burned down and looted their homes, businesses and churches in Kaduna. The violence follows the burning of a media office by Muslim rioters over a published article perceived as blasphemous by some Muslims. Retaliatory attacks by Chritians targeting Muslim civilians and their properties followed on 22 November. Security forces also reportedly killed scores of people before they quelled the violence. Human Rights Watch estimates put the death toll between 21 and 23 November at 250.",84,1552577653,NGA,Violence against civilians,Attack
4991918,566,NIG958,958,20 November 2002,2002,exact date,Riots,Violent demonstration,Rioters (Nigeria),Muslim Group (Nigeria),rioters,Civilians (Nigeria),Journalists (Nigeria),civilians,rioters vs civilians,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383001,high,Associated Press Newswires,International,Muslim rioters burn down a newspaper office after they printed an unfavorable article about them.,0,1552577653,NGA,Riots,Violent demonstration
4991980,566,NIG957,957,15 November 2002,2002,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Nigerian National News,National,The Nigerian Navy mistakenly raided a Delta village believing it was inhabited by pirates.,0,1552577653,NGA,Violence against civilians,Attack
4991981,566,NIG956,956,14 November 2002,2002,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,Agence France Presse,International,Police shoot and kill four bus passengers at a checkpoint when the driver failed to halt properly.,4,1552577653,NGA,Violence against civilians,Attack
4992175,566,NIG954,954,22 October 2002,2002,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Anahutas Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Reuters News,International,Killing eight,8,1552577653,NGA,Battles,Armed clash
4992197,566,NIG953,953,19 October 2002,2002,within week,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Operation Fire for Fire Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,All Africa,Regional,Operation Fire for Fire militia kill two armed robbers in Lagos after they were engaged with gunfire.,2,1552577653,NGA,Battles,Armed clash
4992238,566,NIG952,952,15 October 2002,2002,exact date,Battles,Armed clash,NURTW: National Union of Road Transport Workers,,political militias,RTEAN: Road Transport Employers Association of Nigeria,,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Ikorodu,,Ikorodu,6.6155,3.5086999,high,All Africa,Regional,Seven are killed,7,1552577653,NGA,Battles,Armed clash
4992239,566,NIG951,951,15 October 2002,2002,exact date,Riots,Violent demonstration,Police Forces of Nigeria (1999-2015),,state forces,Rioters (Nigeria),,rioters,military vs rioters,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,Police shoot two protesters in self defense when rioting broke out.,0,1552577653,NGA,Riots,Violent demonstration
4992254,566,NIG950,950,14 October 2002,2002,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,All Africa,Regional,A military private killed a taxi driver in Jos for unknown reasons.,1,1552577653,NGA,Violence against civilians,Attack
4992253,566,NIG949,949,14 October 2002,2002,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Unidentified Ethnic Militia (Chad),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.5333004,8.8999996,high,All Africa,Regional,Sixteen are killed when two ethnic militias clash in Barkin Ladi,16,1552577653,NGA,Battles,Armed clash
4992261,566,NIG947,947,14 October 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Reuters News,International,Nigerian police kill six members of an armed group believed to be an ethnic faction of the inhabitants of the area.,6,1552577653,NGA,Battles,Armed clash
4992255,566,NIG948,948,14 October 2002,2002,within week,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Plateau,Langtang North,,Langtang,9.1332998,9.7833004,high,All Africa,Regional,At least forty people were killed when Plateau State police battled bandits over the course of a week in Langtang.,40,1552577653,NGA,Battles,Armed clash
4992283,566,NIG946,946,13 October 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,All Africa,Regional,Cult members shoot and kill two undergraduate students over a girl at the University of Jos.,2,1552577653,NGA,Violence against civilians,Attack
4992293,566,NIG945,945,12 October 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,All Africa,Regional,Eight are dead when unknown men attack three luxury basses in a convoy in Lagos State.,8,1552577653,NGA,Violence against civilians,Attack
4992358,566,NIG944,944,07 October 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Cross River,Calabar-Municipal,,Calabar,4.9667001,8.3332996,high,Agence France Presse,International,Drug smugglers shot dead three Nigerian narcotics agents during a crackdown in Calabar.,3,1552577653,NGA,Battles,Armed clash
4992442,566,NIG943,943,01 October 2002,2002,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Police Forces of Nigeria (1999-2015),,state forces,military vs military,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Reuters News,International,Nigerian soldiers attack a Lagos City police station to free a detained private held within.,0,1552577653,NGA,Battles,Armed clash
4992473,566,NIG942,942,26 September 2002,2002,exact date,Riots,Violent demonstration,Rioters (Nigeria),Muslim Group (Nigeria),rioters,,,0,sole rioter action,Western Africa,Nigeria,Kaduna,Sabon-Gari,,Zaria,11.1132,7.7252002,high,Reuters News,International,Muslim students at a college in Zaria riot following the announcement that a Christian student has won a university election.,0,1552577653,NGA,Riots,Violent demonstration
4992477,566,NIG941,941,25 September 2002,2002,exact date,Violence against civilians,Attack,NURTW: National Union of Road Transport Workers,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351002,5.6275001,high,Panafrican News Agency,Regional,Six are dead when union members unleash violence on the public in order to protest changes within the union. The governor of Edo State had formally outlawed the union due to violence.,6,1552577653,NGA,Violence against civilians,Attack
5183398,566,NIG940,940,23 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,high,All Africa,Regional,A member of the House of Representatives,0,1558387849,NGA,Violence against civilians,Attack
4992526,566,NIG936,936,22 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Associated Press Newswires,International,"An opposition politician the retired Gen. Ibrahim Babangida was gunned down by men suspected to be political opponents.""",1,1552577654,NGA,Violence against civilians,Attack
4992533,566,NIG938,938,22 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Niger,Borgu,,Kwaya,10.3333,3.75,high,All Africa,Regional,Armed men attack the residence of the Borno state deputy governors father,0,1552577654,NGA,Violence against civilians,Attack
4992534,566,NIG937,937,22 September 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,All Africa,Regional,A gang of robbers kills three police and steals their firearms.,3,1552577654,NGA,Battles,Armed clash
4992564,566,NIG935,935,20 September 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,All Africa,Regional,A police inspector and private guard were killed by robbers in Onitsha.,2,1552577654,NGA,Battles,Armed clash
4992619,566,NIG934,934,17 September 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Apapa,,Apapa,6.4456,3.3592,high,All Africa,Regional,One is dead during a shootout between police and armed robbers after they stole N6 million.,1,1552577654,NGA,Battles,Armed clash
4992675,566,NIG931,931,14 September 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Ikeja,,Ikeja,6.5942001,3.3375001,high,All Africa,Regional,Two robbers killed and three police injured while during a shootout in Lagos State.,2,1552577654,NGA,Battles,Armed clash
4992674,566,NIG932,932,14 September 2002,2002,within week,Battles,Armed clash,Okpe Ethnic Militia (Nigeria),Ijaja Ethnic Militia (Nigeria),identity militias,Otuo Ethnic Militia (Nigeria),Ago-Ogbodo Ethnic Militia (Nigeria),identity militias,communal militia vs communal militia,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351002,5.6275001,low,All Africa,Regional,Two are killed in a communal clash between the inhabitants of Edo State.,2,1552577654,NGA,Battles,Armed clash
4992690,566,NIG930,930,13 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Ifako-Ijaye,,Wasimi Ojokoro,6.6622,3.2953,high,All Africa,Regional,One is killed as a armed gang robs an apartment building.,1,1552577654,NGA,Violence against civilians,Attack
4992771,566,NIG929,929,07 September 2002,2002,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Niger,Bosso,,Chanchaga,9.5333004,6.5833001,high,Xinhua News,International,Police open fire on students in Chanchaga,0,1552577654,NGA,Violence against civilians,Attack
4992788,566,NIG928,928,05 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),civilians,political militia vs civilians,Western Africa,Nigeria,Anambra,Njikoka,,Abagana,6.1841998,6.9766002,high,Africa News,Regional,Four armed men attack and kill a police inspector in Anambra State.,4,1552577654,NGA,Violence against civilians,Attack
4992835,566,NIG926,926,01 September 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,Reuters News,International,Unknown assassins kill the personal secretary to Nigerias chief justice in Ibadan.,1,1552577654,NGA,Violence against civilians,Attack
4992841,566,NIG925,925,01 September 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,Police in Lagos City kill seven robbers during the raid of a radio station.,7,1552577654,NGA,Battles,Armed clash
4992847,566,NIG927,927,01 September 2002,2002,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,,,0,sole rioter action,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,high,All Africa,Regional,A civilian group riots in Ile-Ife,0,1552577654,NGA,Riots,Violent demonstration
4992864,566,NIG924,924,30 August 2002,2002,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Abia,Umuahia North,,Umuahia,5.5263,7.4896002,low,All Africa,Regional,Unknown individuals have destroyed a radio station run by the Broadcasting Corporation of Abia (BCA) with explosives.,0,1552577654,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4992884,566,NIG923,923,26 August 2002,2002,exact date,Battles,Armed clash,Unidentified Ethnic Militia (Nigeria),,identity militias,Ado Communal Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.6209998,5.2214999,high,Panafrican News Agency,Regional,Three are dead following a breakout of violence in Ado-Ekiti.,3,1552577654,NGA,Battles,Armed clash
4992890,566,NIG922,922,25 August 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Panafrican News Agency,Regional,An unknown gang killed a police Corporal and wounded three others during an unprovoked attack.,1,1552577654,NGA,Battles,Armed clash
4992973,566,NIG920,920,16 August 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Kwara,Ilorin East,,Illorin,8.5,4.5500002,low,Reuters News,International,Nigerian gunmen kill senior ruling party official.,1,1552577654,NGA,Violence against civilians,Attack
4993032,566,NIG919,919,11 August 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Operation Fire for Fire Militia,Police Forces of Nigeria (1999-2015),political militias,political militia vs political militia,Western Africa,Nigeria,Enugu,Enugu North,,Enugu,6.4425998,7.5022001,medium,All Africa,Regional,Operation Fire for Fire militia and Police kill three robbers and recover N129,3,1552577654,NGA,Battles,Armed clash
4993098,566,NIG918,918,05 August 2002,2002,within week,Riots,Violent demonstration,Rioters (Nigeria),Ogoni Ethnic Militia (Nigeria),rioters,,,0,sole rioter action,Western Africa,Nigeria,Rivers,Tai,,Ogoni,4.7339001,7.23,high,Panafrican News Agency,Regional,Ogoni Community riots,0,1552577654,NGA,Riots,Violent demonstration
4993104,566,NIG917,917,05 August 2002,2002,exact date,Riots,Mob violence,Rioters (Nigeria),Ogoni Ethnic Group (Nigeria),rioters,Rioters (Nigeria),Ogoni Ethnic Group (Nigeria),rioters,rioters vs rioters,Western Africa,Nigeria,Rivers,Khana,,Bori,4.6736999,7.362,high,Panafrican News Agency,Regional,Three are killed in Bori when the Ogoni community clashed over leadership positions.,3,1552577654,NGA,Riots,Mob violence
4993097,566,NIG916,916,05 August 2002,2002,exact date,Battles,Armed clash,Fokpo Ethnic Militia (Nigeria),,identity militias,Doko Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Jigawa,Ringim,,Doko,12.3287,9.1030998,high,Africa News,Regional,Members of the Fokpo and Sosa villages clash over a fishing pond.,0,1552577654,NGA,Battles,Armed clash
4993112,566,NIG915,915,04 August 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,A civilian is killed by robbers at Lagos City airport.,1,1552577654,NGA,Violence against civilians,Attack
4993138,566,NIG914,914,02 August 2002,2002,exact date,Battles,Armed clash,PDP: Peoples Democratic Party,,political militias,ANPP: All Nigeria Peoples Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Ebonyi,Ebonyi,,Abakaliki,6.3162999,8.1169004,high,Agence France Presse,International,Ten are dead in political violence between supporters of the PDP and the ANPP.,10,1552577654,NGA,Battles,Armed clash
4993175,566,NIG913,913,30 July 2002,2002,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Kwara,Ilorin East,,Illorin,8.5,4.5500002,low,Agence France Presse,International,Police shoot and kill seven armed robbers suspects in Kwara State.,7,1552577654,NGA,Violence against civilians,Attack
4993191,566,NIG911,911,29 July 2002,2002,exact date,Battles,Armed clash,Private Security Forces (Ivory Coast),Mercenaries (Nigeria),external/other forces,Police Forces of Nigeria (1999-2015),,state forces,military vs other,Western Africa,Nigeria,Plateau,Wase,,Wase,9.1000004,9.9666996,high,All Africa,Regional,15 are killed when police clash with foreign mercenaries.,15,1552577654,NGA,Battles,Armed clash
4993196,566,NIG912,912,29 July 2002,2002,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,All Africa,Regional,Police in Kano City open fire on protesting youths to disperse them. The protesters aim was to see the release from prison a compatriot.,0,1552577654,NGA,Violence against civilians,Attack
4993224,566,NIG910,910,25 July 2002,2002,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,All Africa,Regional,A private security guard was killed when robbers raided a hospital in Ibadan.,1,1552577654,NGA,Violence against civilians,Attack
4993234,566,NIG909,909,24 July 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Ogun,Obafemi-Owode,,Awo,6.9053998,3.5451,high,All Africa,Regional,Dare devil armed robbers attacked a moving bullion van in Awo,0,1552577654,NGA,Battles,Armed clash
4993259,566,NIG908,908,22 July 2002,2002,exact date,Battles,Armed clash,Isongujero Ethnic Militia (Nigeria),,identity militias,Esenasawo Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Bayelsa,Nembe,,Nembe,4.5394001,6.4003,high,All Africa,Regional,At least seventy are dead as rival gangs clash in Bayelsa State.,70,1552577654,NGA,Battles,Armed clash
5183399,566,NIG907,907,21 July 2002,2002,exact date,Riots,Mob violence,Rioters (Nigeria),,rioters,Civilians (Nigeria),,civilians,rioters vs civilians,Western Africa,Nigeria,Yobe,Potiskum,,Potiskum,11.7091,11.0694,high,This Day,National,Irate youth attacked the motorcade of the top politicians at the palace of the Emir of Potiskum. No casualties reported.,0,1558387849,NGA,Riots,Mob violence
4993267,566,NIG905,905,21 July 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Bakassi Boys Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Anambra,Nnewi North,,Nnewi,6.0198998,6.9148002,high,All Africa,Regional,Armed robbers attack the Bakassi Boy gang in Anambra State.,0,1552577654,NGA,Battles,Armed clash
4993268,566,NIG906,906,21 July 2002,2002,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Bakassi Boys Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,All Africa,Regional,Armed robbers attack the Bakassi Boy gang in Anambra State.,0,1552577654,NGA,Battles,Armed clash
